mb_release_title,local_folder_path,local_title,local_track_count,match_status,fix_note
Oblique Parallax,Sun Ra/Album/1982 - Oblique Parallax (rec in 1980),Oblique Parallax,3,MISSING_TRACKS,
Oblique Parallax,Sun Ra/Album/2012 - Art Yard In A Box 7 CD/Disc 4 - Beyond The Purple Star Zone + Oblique Parallax (rec in 1980),Art Yard in a Box,9,EXTRA_TRACKS,
One Of These Days,Sophia Scott/Album/2022 - One Of These Days (Sad Piano Version) Single,One Of These Days (Sad Piano Version) Single,2,MISSING_TRACKS,
One Of These Days,Sophia Scott/EP/2022 - One Of These Days EP,One Of These Days,6,COMPLETE,
One Of These Days,Sophia Scott/EP/2022 - Peace In The Chaos EP,Peace In The Chaos,3,MISSING_TRACKS,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/1955 - O Nordeste Na Voz De Luiz Gonzaga,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2019 - A Silver Cup,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2019 - Holy Christmas Voices,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2019 - Two Birds,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - A Happy Easter,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Back To Black And White,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Carnival King,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Diamonds Club,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Guitar Town Music,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Radio Live in the 1940's,Radio Live in the 1940's,9,MISSING_TRACKS,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Sleepless Love,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2020 - Sleepless Times,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - A Funny Couple,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Big Rock,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Cherry,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Christmas In The Old Home,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Day Dawn,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Good Morning,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - My Car Sounds,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Resting on the Beach,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2021 - Stole,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2022 - Arrows in the Gale,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2022 - Boy Wanted,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2022 - Traditions,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2022 - Winter Dreams,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2023 - A Message,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2023 - A Prairie Windstorm,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2023 - Icetea,A história do Nordeste,12,COMPLETE,
O Nordeste na voz de Luiz Gonzaga,Luiz Gonzaga/Album/2023 - Just at the Turn of the Tide,A história do Nordeste,12,COMPLETE,
On the Strength of All Convinced,Daphne Loves Derby/Album/2005 - On The Strength Of All Convinced (Japanese Edition),On the Strength of All Convinced,14,EXTRA_TRACKS,
On the Strength of All Convinced,Daphne Loves Derby/Compilation/2022 - On the Strength of All B-Sides,On The Strength Of All Convinced,7,MISSING_TRACKS,
Our Side of Their Story,Federale/EP/2022 - Blood Moon (EP),Blood Moon,2,MISSING_TRACKS,
Our Side of Their Story,Federale/EP/2022 - Our Side of Their Story (EP),Our Side of Their Story,5,COMPLETE,
Out of the Blue,Simon Phillips/Album/2001 - Out Of The Blue,Out of the Blue,10,COMPLETE,
Out of the Blue,Simon Phillips/Album/2014 - Out Of The Blue,Out Of The Blue,10,MISSING_TRACKS,
Out of the Darkness,Jack Starr/Album/1984 - Out of the Darkness (feat. Rhett Forrester) [2013 Remastered & Expanded],Out of the Darkness (Remastered Expanded) [feat. Rhett Forrester],16,COMPLETE,
Out of the Darkness,Jack Starr/Compilation/2018 - Instrumental Anthology (Compilation),A Minor Disturbance,9,MISSING_TRACKS,
Over,Platon & Joolay/Album/2019 - Over,Over,3,COMPLETE,
Over,"Platon & Joolay/Album/2021 - Over, Last (Alexander Pierce Remixes)","Over, Last (Alexander Pierce Remixes)",3,MISSING_TRACKS,
Pablo Alborán,Pablo Alborán/Album/2011 - Pablo Alborán (Edición especial),Pablo Alborán,15,COMPLETE,
Pablo Alborán,Pablo Alborán/EP/2015 - Inséparables (Deezer Session),TEЯRAL,3,MISSING_TRACKS,
Pagan Church,John Craigie/Album/2024 - Pagan Church,Pagan Church,11,COMPLETE,
Pagan Church,John Craigie/EP/2023 - Good To You (feat. TK & The Holy Know-Nothings) (EP),Good To You,2,MISSING_TRACKS,
Pagan Church,John Craigie/EP/2023 - Where It's From (feat. TK & The Holy Know-Nothings) (EP),Pagan Church,2,MISSING_TRACKS,
Pagan Church,John Craigie/EP/2023 - While I'm Down (feat. TK & The Holy Know-Nothings) (EP),Pagan Church,2,MISSING_TRACKS,
Page,"Page/Album/1985 - Live Different Places 83-85 (MC, Live)",Live Different Places 83-85,16,MISSING_TRACKS,
Page,"Page/Album/1986 - Som Skjuten Ur En Kanon (LP, 7'')",Page,2,MISSING_TRACKS,
Page,"Page/Album/1987 - Blå Fötter - Sorg Flyg Bort (LP, 7'')",Blå Fötter / Sorg Flyg Bort,2,MISSING_TRACKS,
Page,"Page/Album/1992 - Page (CD, Compilation)",Page,17,COMPLETE,
Paid tha Cost to Be da Bo$$,Snoop Dogg/Album/2002 - Paid Tha Cost To Be Da Bo$$,Paid tha Cost to Be da Bo$$,20,COMPLETE,
Paid tha Cost to Be da Bo$$,Snoop Dogg/Album/2003 - Bigg Snoop Dogg - Raw n Uncut Vol. 1 (OST),Raw N Uncut Vol. 1,16,MISSING_TRACKS,
Pale Rider,The Hitman Blues Band/Album/2008 - Pale Rider,Pale Rider,12,COMPLETE,
Pale Rider,"The Hitman Blues Band/Album/2023 - Hey, Can You Guys Play",Hey Can You Guys Play…,10,MISSING_TRACKS,
Papriko,Dragibus/Album/1999 - Papriko,Papriko,25,COMPLETE,
Papriko,"Dragibus/Live/2004 - Cité de la Musique, 2004.02.25",Cité De La Musique,17,MISSING_TRACKS,
Paradise Found,Jamie McLean Band/Album/2022 - Paradise Found,Paradise Found,10,COMPLETE,
Paradise Found,Jamie McLean Band/EP/2023 - Live at The Bitter End,Live at The Bitter End,8,MISSING_TRACKS,
parallel park,Tacica/Album/2007 - Human Orchestra,Human Orchestra,5,MISSING_TRACKS,
parallel park,Tacica/Album/2008 - Parallel Park,parallel park,10,COMPLETE,
Party Never Ends,Inna/Album/2013 - Party Never Ends,Party Never Ends,16,COMPLETE,
Party Never Ends,Inna/Compilation/2013 - Party Never Ends (Ok Edition),Party Never Ends,48,EXTRA_TRACKS,
Party Never Ends,Inna/Compilation/2015 - The Romantic Collection,The Romantic Collection,16,MISSING_TRACKS,
Passage,Samael/Album/1996 - Passage [Limited Edition],Passage,11,COMPLETE,
Passage,Samael/Compilation/2010 - A Decade In Hell [Limited Edition]/CD 5 - Passage,A Decade in Hell,11,MISSING_TRACKS,
Pathways,Arise Roots/Album/2020 - Pathways,Pathways,15,COMPLETE,
Pathways,Arise Roots/EP/2022 - Live at Sugarshack Sessions (EP),Live at Sugarshack Sessions (EP),5,MISSING_TRACKS,
People’s Tomb,The Dead President/Album/2017 - The Dead President & Группа Аркадий Коц - Народная могила,Народная могила,6,MISSING_TRACKS,
People’s Tomb,The Dead President/Album/2018 - Наша сцена,Наша Сцена / Our Scene,3,MISSING_TRACKS,
Petrafied: The Best of Petra,Petra/Album/1991 - Petrafied!,Petrafied: The Best of Petra,15,COMPLETE,
Petrafied: The Best of Petra,Petra/Album/2014 - The Best Of Petra,The Best Of Petra,10,MISSING_TRACKS,
"Piano Solos/Teddy Wilson, Edmond Hall Quartet With Teddy Wilson",Teddy Wilson/Album/2000 - My Blue Heaven,My Blue Heaven,15,MISSING_TRACKS,
"Piano Solos/Teddy Wilson, Edmond Hall Quartet With Teddy Wilson",Teddy Wilson/Album/2000 - The Complete School For Pianists,The Complete School For Pianists,15,MISSING_TRACKS,
Pictures of the Floating World,I am Oak/EP/2014 - Black Oak,Black Oak,6,MISSING_TRACKS,
Pictures of the Floating World,I am Oak/EP/2017 - Pictures of the Floating World,Pictures of the Floating World,8,COMPLETE,
Planted Seeds,"Estee Nack/Album/2019 - EL Maryacho, Estee Nack & Nowaah the Flood - Planted Seeds",Planted Seeds,10,COMPLETE,
Planted Seeds,Estee Nack/EP/2019 - Burnt Offerings,Burnt Offerings,7,MISSING_TRACKS,
Plays Tenor,Bud Shank/Album/1956 - Bud Shank - Bud Shank Plays Tenor,Plays Tenor,8,COMPLETE,
Plays Tenor,"Bud Shank/Album/1985 - Bud Shank, Manny Albam, Vic Lewis - Plays and The Royal Philharmonic Orchestra",Plays,3,MISSING_TRACKS,
Pony Pony Run Run,Pony Pony Run Run/Album/2012 - Pony Pony Run Run,Pony Pony Run Run,12,COMPLETE,
Pony Pony Run Run,Pony Pony Run Run/EP/2012 - Unreleased (EP),Unreleased,6,MISSING_TRACKS,
Pop Trip,Pogo Pops/Album/1992 - Pop Trip,Pop Trip,15,COMPLETE,
Pop Trip,Pogo Pops/Album/1992 - Pop Trip (2015 Remaster),Pop Trip,15,COMPLETE,
Pop Trip,Pogo Pops/EP/1989 - _2009 - Doomsville Boys EP,Doomsville Boys EP,6,MISSING_TRACKS,
Postcards from the Asylum,Jason Bieler And The Baron Von Bielski Orchestra/Album/2023 - Postcards From The Asylum,Postcards from the Asylum,15,COMPLETE,
Postcards from the Asylum,Jason Bieler And The Baron Von Bielski Orchestra/Album/2025 - Voces Silenciate - A Von Bielski Recalibration,The Escapologist,12,MISSING_TRACKS,
Präteritum,"May-Fly/Album/2018 - Verrat, Hass, Lügen Und Sehnsucht","Verrat,Hass,Lügen und Sehnsucht",9,MISSING_TRACKS,
Präteritum,May-Fly/Album/2019 - Präteritum,Präteritum,13,COMPLETE,
Previously Unavailable on Compact Disc,Cylob/Album/1998 - Previously Unavailable On Compact Disc,Previously Unavailable on Compact Disc,13,COMPLETE,
Previously Unavailable on Compact Disc,Cylob/EP/1993 - Industrial Folk Songs,Industrial Folk Songs,6,MISSING_TRACKS,
Primeiras Gravações Instrumental,Luiz Gonzaga/Album/2018 - Instrumental (1943),Primeiras Gravações Instrumental,8,MISSING_TRACKS,
Primeiras Gravações Instrumental,Luiz Gonzaga/Album/2018 - Instrumental (1944),Instrumental (1944),14,MISSING_TRACKS,
Primeiras Gravações Instrumental,Luiz Gonzaga/Album/2020 - Primeiras Gravações Instrumental,Primeiras Gravações Instrumental,14,COMPLETE,
Prodigal Son,Martin Simpson/Album/1976 - Golden Vanity,Golden Vanity,11,MISSING_TRACKS,
Prodigal Son,Martin Simpson/Album/2007 - Prodigal Son,Prodigal Son,15,COMPLETE,
Punch Demos,Autoheart/Album/2014 - DEMOS,Demos,10,MISSING_TRACKS,
Punch Demos,Autoheart/Album/2024 - Punch Demos,Punch Demos,17,COMPLETE,
Quantum Bands,King Kashmere/Album/2022 - King Kashmere & Eahwee - QUANTUM BANDS,Quantum Bands,12,COMPLETE,
Quantum Bands,King Kashmere/Album/2022 - Push Start (Instrumentals),Push Start (Instrumentals),8,MISSING_TRACKS,
Quarantine Collaborations,Late Night Savior/Album/2021 - From Ruins,From Ruins,11,MISSING_TRACKS,
Quarantine Collaborations,The Veer Union/Compilation/2021 - Quarantine Collaborations,Quarantine Collaborations,15,COMPLETE,
Queen of the Night,Depraved Entity/Album/2020 - Queen Of The Night,Queen of the Night,11,COMPLETE,
Queen of the Night,Depraved Entity/Album/2022 - Live In Hagen,Queen Of The Night,11,MISSING_TRACKS,
Quest For Blood,Hooveriii/Album/2024 - Quest For Blood,Quest For Blood,14,COMPLETE,
Quest For Blood,Hooveriii/EP/2014 - Livation KXLU 88.9fm,Livation KXLU 88.9fm,6,MISSING_TRACKS,
Rage and Revenge,Revenge/Album/2007 - Rage And Revenge [Reissue 2012],Rage and Revenge,15,EXTRA_TRACKS,
Rage and Revenge,Revenge/Album/2013 - Speed Metal Sentence [Split],Rage and Revenge,8,MISSING_TRACKS,
Rage and Revenge,Revenge/EP/2008 - Bang Your Head (EP),Bang Your Head,6,MISSING_TRACKS,
Ragnarök,GWAR/Album/1995 - Ragnarök,Ragnarök,14,COMPLETE,
Ragnarök,GWAR/Album/1997 - Rendezvous With Ragnarök,Rendezvous With Ragnarok,13,MISSING_TRACKS,
Rainbow 'Round My Shoulder,Al Jolson/Album/1995 - Rainbow 'Round My Shoulder,Rainbow 'Round My Shoulder,12,COMPLETE,
Rainbow 'Round My Shoulder,Al Jolson/Album/2000 - The Singing Fool Original Soundtrack Recording,Al Jolson In The Singing Fool,9,MISSING_TRACKS,
Rapture,Unchain/Album/2008 - Rapture,Rapture,14,COMPLETE,
Rapture,Unchain/Compilation/2010 - The Early Years CD1 - The Space Of The Sense +1,The Space Of The Sense,7,MISSING_TRACKS,
"RAW BUSINESS, Vol. 2",Triplebeatscale/Album/2020 - TRIPLEBEATSCALE - Raw Business,RAW BUSINESS,10,MISSING_TRACKS,
"RAW BUSINESS, Vol. 2","Triplebeatscale/Album/2021 - TRIPLEBEATSCALE - RAW BUSINESS, Vol. 2","RAW BUSINESS, Vol. 2",12,COMPLETE,
Raw Sh!t,Bisk/EP/2016 - Figaro3000,Figaro3000,7,MISSING_TRACKS,
Raw Sh!t,Bisk/EP/2016 - Raw Sh!t,Raw Sh!t,8,COMPLETE,
Rdio Sessions,Silva/EP/2015 - Ocean View Remixes,Ocean View Remixes,5,MISSING_TRACKS,
Rdio Sessions,Silva/EP/2015 - Rdio Sessions,Rdio Sessions,5,COMPLETE,
Recollections,Kenny Drew/Album/1978 - Kenny Drew Trio - Les Parapluies De Cherbourg,Les Parapluies De Cherbourg,10,MISSING_TRACKS,
Recollections,Kenny Drew/Album/2003 - Recollections,Recollections,11,COMPLETE,
Reel to Real,Arthur Lee and Love/Album/1974 - Reel To Real/2015 - Reel To Real,Reel To Real,23,MISSING_TRACKS,
Reel to Real,LOVE/Album/2015 - Reel to Real (Deluxe Version),Reel to Real,23,COMPLETE,
Reframed,Metroland/Album/2018 - Reframed,Reframed,3,COMPLETE,
Reframed,Metroland/Album/2019 - Shades Of Pale,The Key To Metroland,3,MISSING_TRACKS,
Relentless Boogie - the Album,Mick Clarke/Album/2021 - Relentless Boogie - The Album,Relentless Boogie - the Album,13,COMPLETE,
Relentless Boogie - the Album,Mick Clarke/Album/2021 - The Instrumentals 3,The Instrumentals 3,16,EXTRA_TRACKS,
Relentless Boogie - the Album,Mick Clarke/Compilation/2021 - Crazy Arms (Compilation),Crazy Arms (Compilation),15,EXTRA_TRACKS,
Relentless Boogie - the Album,Mick Clarke/EP/2021 - Relentless Boogie Pt. 1 (EP),Relentless Boogie - the Album,5,MISSING_TRACKS,
Relentless Boogie - the Album,Mick Clarke/EP/2021 - Relentless Boogie Pt. 2 (EP),Relentless Boogie - the Album,6,MISSING_TRACKS,
Relentless Boogie - the Album,Mick Clarke/EP/2021 - Relentless Boogie Pt. 3 (EP),Relentless Boogie - the Album,5,MISSING_TRACKS,
Remember: A Tribute to Wes Montgomery,Pat Martino/Album/2006 - Remember,Remember: A Tribute to Wes Montgomery,10,COMPLETE,
Remember: A Tribute to Wes Montgomery,Pat Martino/Album/2006 - Remember - Tribute To Wes Montgomery,Remember -Tribute To Wes Montgomery,10,MISSING_TRACKS,
Response,The Spitfires/Album/2015 - Response,Response,13,COMPLETE,
Response,The Spitfires/EP/2019 - Live (EP),Live EP,5,MISSING_TRACKS,
Re;takes,he/Album/2013 - ReTakes,Re;takes,9,COMPLETE,
Re;takes,he/EP/2012 - Squares,Squares,3,MISSING_TRACKS,
Retromoderno,Red Industrie/Album/2023 - Retromoderno (Deluxe Expanded Edition),Retromoderno,26,COMPLETE,
Retromoderno,Red Industrie/EP/2023 - Control (Extended Play) (EP),Control (Extended Play) (EP),7,MISSING_TRACKS,
Re-Werk,Hedone/Album/1995 - Re-Werk,Re-Werk,6,COMPLETE,
Re-Werk,Hedone/Album/2007 - G.O.D. 2007,G.O.D. 2007,4,MISSING_TRACKS,
Rewired: Verses of Destruction and Other Atrocities in the Mind of a Freakenstein,Darkc3ll/Album/2016 - [Rewired],Rewired: Verses of Destruction and Other Atrocities in the Mind of a Freakenstein,11,COMPLETE,
Rewired: Verses of Destruction and Other Atrocities in the Mind of a Freakenstein,Darkc3ll/EP/2015 - Devolve Destroy (EP),Devolve Destroy,5,MISSING_TRACKS,
Ricochet,Bay City Rollers/Album/1981 - Ricochet,Ricochet,11,MISSING_TRACKS,
Ricochet,Bay City Rollers/Compilation/1982 - Burning Rubber,Burning Rubber,10,MISSING_TRACKS,
Ride,Orleans/Album/1996 - Ride,Ride,13,COMPLETE,
Ride,Orleans/Album/2005 - Dancin' In The Moonlight,Dancin' In The Moonlight,13,MISSING_TRACKS,
Rise Up,Commodores/Compilation/1993 - Rise Up,Keep On Dancing,9,COMPLETE,
Rise Up,The Commodores/Album/2010 - Keep On Dancing,Keep On Dancing,9,COMPLETE,
Rise Up,The Commodores/Album/2011 - Rise Up,Rise Up,7,MISSING_TRACKS,
Rise Up,The Commodores/Album/2011 - Soul Masters,Keep On Dancing,9,COMPLETE,
Rise Up,The Commodores/Album/2011 - Timeless Funk_ The Commodores,Keep On Dancing,9,COMPLETE,
Rise Up,The Commodores/Album/2012 - The Commodores - Motown Soul Legends,Keep On Dancing,9,COMPLETE,
Rock ’n’ Roll Country Gal,Skeeter Davis/Album/1982 - Live Wire,Rock 'n' Roll Country Gal,10,MISSING_TRACKS,
Rock ’n’ Roll Country Gal,Skeeter Davis/Album/1983 - Heart Strings,Heart Strings,8,MISSING_TRACKS,
Romântico,Marante/Album/1993 - Isso Não Se Faz Ao Coração,Isso Não Se Faz Ao Coração,10,MISSING_TRACKS,
Romântico,Marante/Album/2008 - Colecção Romântica,Romântico,14,MISSING_TRACKS,
Romântico,Marante/Album/2009 - Colecção Platina,Romântico,12,MISSING_TRACKS,
Romântico,Marante/Album/2013 - Colecção Platina,Romântico,12,MISSING_TRACKS,
Romântico,Marante/Album/2013 - E Muito Mais,E Muito Mais,12,MISSING_TRACKS,
Romântico,Marante/Album/2013 - Essencial,Romântico,17,EXTRA_TRACKS,
Romântico,Marante/Album/2013 - Romântico,Romântico,15,COMPLETE,
Romântico,Marante/Album/2024 - Perfil,Perfil,28,EXTRA_TRACKS,
Rub-A-Dub,Bim Sherman/Album/1987 - African Rubber Dub - Changing Dub,Changing Dub,10,MISSING_TRACKS,
Rub-A-Dub,Bim Sherman/Compilation/2000 - Rub-A-Dub,Rub-A-Dub,18,MISSING_TRACKS,
Russia,Stanley Black/Album/1968 - Stanley Black (Dir. London Festival Orchestra) BILDER AUS RUSSLAND (LPrip)/Сторона 1,BILDER AUS RUSSLAND LP-RIP,5,MISSING_TRACKS,
Russia,Stanley Black/Album/1970 - Russia,Russia!,9,COMPLETE,
Sabiá Marrom: O samba raro de Alcione,Alcion/Compilation/2011 - Sabiá Marrom O Samba Raro de Alcione,Sabiá Marrom: O Samba Raro de Alcione,20,MISSING_TRACKS,
Sabiá Marrom: O samba raro de Alcione,Alcione/Album/2011 - Sabiá Marrom - O Samba Raro de Alcione,Sabiá Marrom: O samba raro de Alcione,20,COMPLETE,
"Same Language, Different Worlds","Tim Burgess/Album/2016 - Same Language, Different Worlds","Same Language, Different Worlds",9,COMPLETE,
"Same Language, Different Worlds",Tim Burgess/EP/2017 - Around (Remixes),Around,5,MISSING_TRACKS,
Satin Doll,"Stephane Grappelli/Album/1990 - Satin Doll (Eddy Louiss, Kenny Clarke, Marc Hemmeler, Jimmy Gourley, Guy Pedersen)",Satin Doll,17,COMPLETE,
Satin Doll,Stephane Grappelli/Album/1996 - Blue Skies (Eddy Louiss),Blue Skies,9,MISSING_TRACKS,
SAUVAGE,Aloïse Sauvage/Album/2022 - SAUVAGE,SAUVAGE,14,COMPLETE,
SAUVAGE,Aloïse Sauvage/Album/2023 - Club des étranges,Club des étranges,8,MISSING_TRACKS,
Scarlet Reverie (Reloaded),Despite Exile/EP/2011 - Scarlet Reverie,Scarlet Reverie,6,MISSING_TRACKS,
Scarlet Reverie (Reloaded),Despite Exile/EP/2021 - Scarlet Reverie (Reloaded),Scarlet Reverie (Reloaded),8,COMPLETE,
SDX,Saint DX/Album/2019 - SDX,SDX,9,COMPLETE,
SDX,Saint DX/EP/2017 - Regrets,SDX,2,MISSING_TRACKS,
SDX,Saint DX/EP/2018 - First Fantasy,First Fantasy,3,MISSING_TRACKS,
Secret Weapon,The Qualia/Album/2010 - Secret Weapon,Secret Weapon,12,COMPLETE,
Secret Weapon,The Qualia/EP/2010 - Station Wagons (EP),Station Wagons,5,MISSING_TRACKS,
Sedimente,Wojczech/Album/2005 - Sedimente,Sedimente,11,COMPLETE,
Sedimente,Wojczech/EP/2004 - Wojczech (EP),Wojczech,7,MISSING_TRACKS,
Seleção De Ouro - Sivuca,Sivuca/Album/1982 - Forro e Frevo Vol.2,Seleção De Ouro - Sivuca,10,MISSING_TRACKS,
Seleção De Ouro - Sivuca,Sivuca/Album/1984 - Forro e Frevo Vol. 4,Forró e Frevo - Vol. 4,10,MISSING_TRACKS,
Semi-Detached,Therapy/Album/1998 - Semi Detached,Semi-Detached,15,EXTRA_TRACKS,
Semi-Detached,Therapy/Compilation/2013 - The Gemil Box [Limited Edition]/CD 4 - Semi Detached,The Gemil Box,12,MISSING_TRACKS,
Short Works EP,Foxxy Dekay/Album/0000 - It was a dark and stormy night,It was a dark and stormy night,8,EXTRA_TRACKS,
Short Works EP,Foxxy Dekay/Album/2004 - My first shitty tracks,My first shitty tracks,3,MISSING_TRACKS,
Short Works EP,Foxxy Dekay/Album/2008 - 9756,9756,10,EXTRA_TRACKS,
Short Works EP,Foxxy Dekay/Album/2009 - Hyper Melancholic,Short Works EP,5,MISSING_TRACKS,
Short Works EP,Foxxy Dekay/EP/0000 - Short Works EP,Short Works EP,7,COMPLETE,
Should've Known Better,The Draymin/Album/2012 - Should've Known Better,Should've Known Better,13,MISSING_TRACKS,
Should've Known Better,The Draymin/EP/2009 - 2point1,2point1,5,MISSING_TRACKS,
Shout It Loud (Live),Sinach/Album/2012 - Shout It Loud,Shout It Loud (Live),11,COMPLETE,
Shout It Loud (Live),Sinach/Album/2013 - Sinach at Christmas,Sinach at Christmas,6,MISSING_TRACKS,
Shout It Loud (Live),Sinach/Album/2014 - The Name of Jesus_ Sinach Live in Concert,The Name of Jesus: Sinach Live in Concert,17,EXTRA_TRACKS,
Silence With Sound From Nature,Bandari/Album/1999 - Piano Paradise,Silence,10,MISSING_TRACKS,
Silence With Sound From Nature,Bandari/Album/1999 - Silence With Sound From Nature,The Silence Forest,14,MISSING_TRACKS,
Sinfonías de los bosques,Saurom/EP/2005 - Sinfonias de los Bosques (EP),Sinfonías de los bosques,9,COMPLETE,
Sinfonías de los bosques,Saurom/Remastered/2004 - Legado de Juglares (2006 Reissue) [2 CD]/CD 2 - Sinfonias de los Bosques,Legado de juglares,9,MISSING_TRACKS,
Singer Songwriter,John Haydock/Album/2022 - Ghost Road,Ghost Road,10,MISSING_TRACKS,
Singer Songwriter,John Haydock/Album/2022 - Singer Songwriter,Singer Songwriter,11,COMPLETE,
Sings Reggae's Greatest Hits,Dennis Brown/Album/2009 - Dennis Brown in Dub,Sings Reggae's Greatest Hits,12,MISSING_TRACKS,
Sings Reggae's Greatest Hits,Dennis Brown/Album/2012 - Dennis Brown Meets Barry Brown At Dub Station (Platinum Edition),Dennis Brown Meets Barry Brown At Dub Station (2012 Platinum Edition),17,MISSING_TRACKS,
Sings Reggae's Greatest Hits,Dennis Brown/Album/2014 - Dennis Brown in Dub,Sings Reggae's Greatest Hits,22,EXTRA_TRACKS,
Sings Reggae's Greatest Hits,Dennis Brown/Album/2017 - The Aggrovators present Dennis Brown Dubbed Up,The Aggrovators present: Dennis Brown Dubbed Up,18,MISSING_TRACKS,
Smile From the Streets You Hold,John Frusciante/Album/1997 - Smile From The Streets You Hold,Smile From the Streets You Hold,17,COMPLETE,
Smile From the Streets You Hold,John Frusciante/Live/1997 - Live at Viper Room (Los Angeles 20.01.97),Live at Viper Room (Los Angeles 20.01.97) [bootleg],12,MISSING_TRACKS,
Smoke Fire Hope Desire,Harts/Album/2016 - Smoke Fire Hope Desire,Smoke Fire Hope Desire,14,COMPLETE,
Smoke Fire Hope Desire,Harts/Album/2018 - Live in Brisbane,Live in Brisbane,14,MISSING_TRACKS,
Smokin',Smokey Robinson/Album/1978 - Smokin',Smokin',20,COMPLETE,
Smokin',Smokey Robinson/Album/2013 - The Motown Years Live,The Motown Years Live,11,MISSING_TRACKS,
Solid Gold Guitar,Al Caiola/Album/1961 - The Magnificent Seven,The Magnificent Seven,12,MISSING_TRACKS,
Solid Gold Guitar,Al Caiola/Album/1962 - Solid Gold Guitar,Solid Gold Guitar,12,COMPLETE,
Something Happening,Paul Revere And The Raiders/Album/1968 - Something Happening,Something Happening,17,COMPLETE,
Something Happening,Paul Revere And The Raiders/Album/1970 - Paul Revere And The Raiders Featuring Mark Lindsay,Featuring Mark Lindsay,9,MISSING_TRACKS,
Something on High,Sivu/Album/2014 - Daytrotter Session,Something on High,5,MISSING_TRACKS,
Something on High,Sivu/Album/2014 - Something on High,Something on High,12,EXTRA_TRACKS,
Something on High,Sivu/EP/2014 - Miracle (Human Error) (EP),Miracle (Human Error),4,MISSING_TRACKS,
Somewhere Beneath These Southern Skies,The Dirty Guv'nahs/Album/2012 - Somewhere Beneath These Southern Skies,Somewhere Beneath These Southern Skies,14,COMPLETE,
Somewhere Beneath These Southern Skies,The Dirty Guv'nahs/Album/2013 - Live from Knoxville,Live from Knoxville,8,MISSING_TRACKS,
Somewhere But Yesterday,Citizen Cain/Album/1994 - Somewhere But Yesterday,Somewhere but Yesterday,5,COMPLETE,
Somewhere But Yesterday,Citizen Cain/Remastered/1994 - Somewhere But Yesterday (Remaster 2012 Festival Music),Somewhere But Yesterday,5,MISSING_TRACKS,
